,Tweets
140,"سیاسی کارکن عام شہری ہوتاہے جس کے گھر میں مائیں، بہنیں، بیٹیاں موجود ہوتی ہیں یہ کیا بے غیرتی ہے کیا ہم نے لاکھوں قربانیاں دے کر آزادی اسلیے حاصل کی تھی کہ اپنی خواتین کو بے آبرو ہوتے دیکھنا تھا؟
اس سے بہتر دشمن تو انگریز اور ہندو تھے ہمیں پتہ تو تھا کہ دشمن ہیں
#حقیقی_آزادی_جلسہ"
141,"The Minar Pakistan Jalsa will be a public referendum, God willing, the nation will prove that it stands with democracy, rule of law, and true freedom...

Azadi Jalsa, tomorrow after Namaz Taraweeh Minar Pakistan Lahore! 

#حقیقی_آزادی_جلسہ"
142,"Important Address by Chairman PTI Imran Khan

Live now."
143,"~زبان خلق کو نقارہ خدا سمجھو۔۔
یہ کسی سوشل میڈیا ٹیم کے ممبر نہیں ہیں،
اس تھریڈ میں #PTISpaceSession میں پاکستان کی عام عوام اپنی آواز دیگر پاکستانیوں اور اعلی حکام تک پہنچا رہی ہے
-سعدیہ 
@MashwaniAzhar
کارکنان اور دیگر لوگوں کے اغوا اور  تشدد پر پریشان ہیں۔۔
#Zaban_E_Khalq"
144,"#StatesmanSpeech 

Ten-point Economic Turnaround program by the   PM in-waiting. 

Foreign Direct Investment
Exports traction
Tourism
Extractive industries
SME sector
Agriculture
Ease of Doing Business
Widening the tax net
Decimating money laundering
Rehabilitating the needy"
145,"I have seen this movie before in the 90s. N league has always strived to keep the SC under its thumb through bribing, blackmailing and removal of Judges. Time to bury this Scilian mafia and the 1985 project for good. CJ , people of Pakistan are fully behind you
#NationSupportsCj"
146,رات کے اس پہر جب میرے گھر میں صرف خواتین موجود تھیں پولیس نے ایسے دھاوا بولا جیسے کسی دہشت گرد کو گرفتار کرنا ہو۔ اس وقت زرداری کابچہ اور اس کے ہینڈلرز پی ٹی آئی کارکنان کے خلاف بدترین کریک ڈاون صرف اس لئے کر رہے ہیں کہ مینار پاکستان جلسہ کامیاب نہ ہو سکے۔ اتنا ڈر اتنا خوف؟
147,"یہ نوجوان اب خوف کے بت توڑ چکے ہیں۔  عزیر سلیم کے 14 روزہ جسمانی ریمانڈ کی استدعا مسترد، جوڈیشل کر کے جیل بھیج دیا گیا۔
#ReleaseUzairSaleemISF"
148,"We People of Pakistan are suffering the worst of fascism by this imported government... who has taken our freedom of speech by their fascist policies .... Stay strong 
@PTIofficial
 social media team 
@agentjay2009
 
We stand together 
@hrw
 @cnni
 @amnestyusa
 
#PakistanUnderFasicsm"
149,"جواں سال اظہر مشوانی تین دن سے اغواء ہیں، ان کی رہائی کیلئے آج تین بجے لاہور پریس کلب کے باہر بڑا احتجاج  منعقد ہو رہا ہے۔ 
 #ReleaseAzharMashwani"
150,"کل کا جلسہ پاکستان کے مستقبل کی سمت کا تعین کرے گا، ان شاء اللہ قوم ثابت کرے گی کہ وہ این آر او زدہ چوروں کے ٹولے کو کبھی قبول نہیں کرے گی۔ 
 #حقیقی_آزادی_جلسہ"
151,"سمجھ نہیں آ رہی پاکستان کے سب سے مقبول لیڈر کے قتل کی بات کرنے والا یہ شخص اسلامی جمہوریہ پاکستان کا وزیر داخلہ ہے یا کسی دہشت گرد تنظیم کا سرغنہ۔

جس قدر کھلے عام اور آرام سے یہ عمران خان کے قتل کی بات کر رہا ہے ویسے ہی ہمارے کسی کارکن نے بھی ن لیگ کے کسی چپڑاسی کے متلعق بھی کی… Show more"
152,"The unprecedented targeting of PTI workers & ldrs thru abductions, raids on homes, custodial torture, arrests on sham FIRs - total violation of Constitution & fundamental rights."
153,"Imran Khan: ‘Going out is like playing Russian roulette’ 

“Up to 1,000 of Mr Khan's supporters have been arrested in the past few days including his nephew, Hassan Niazi, and his social media chief, Azhar Mashwani is missing.”

#ReleaseAzharMashwani"
154,عمران خان کا قافلہ 26 نمبر پہنچ گیا
155,"PTI Secretary General 
@Asad_Umar
 talks about the abduction of 
@MashwaniAzhar
 and Shahid Hussain. #ReleaseAzharMashwani"
156,عمران خان نے کل مینار پاکستان پر تاریخی جلسے میں پاکستان کے مسائل کا حل اس 10 نکالتی ایجنڈے کو بتایا ہے۔۔ آئیے جائزہ لیتے ہیں کہ ان 10 نکات سے کیا واقعی تبدیلی آئے گی ؟ اور کیا عمران خان اس حوالے سے واقعی عملی اقدام اٹھائیں گے اور کیا یہ واقعی قابل عمل ہیں یا نہیں ؟؟
157,"Feel the difference 

Imran Khan                         Maryam Nawaz

 1-export plans                  Tosha Khan 
2-tourism                             Ghari chor 
3-minerals.                          Fitna 
4-remittances.                   Fasad
5-small businesses.… Show more"
158,"Khan's address made the Jalsagaah drown in brightness and glistening. What a beautiful, articulated, speech he delivered that too straight from the heart. As usual he began with IYYAKA NA’BUDU WA IYYAKA NASTAEEN. He first explained concept of Aazadi and Ghulami 
#StatesmanSpeech"
159,یہ جو عمران خان سے محبت ہے یہ اصل میں پاکستان سے محبت ہے
160,"٧٥ سال بعد ایک قوم کے آزاد ہونے کا خوف

#حقیقی_آزادی_جلسہ"
161,"Fascist Govt has again black out the coverage of 
@ImranKhanPTI
  when he is on his way to attend court hearing in Frevilous Fabricated Cases made by Fascist PDM Govt & their INTERIOR Minister for PTI Freedom of Speech/ Expression in Pakistan is completely negated 
@DrAliceJEdwards"
162,"After 24 hours since Azhar Mashwani is missing. 

Police has refused to lodge FIR of his abduction. 

Courts have raised objections on habeas corpus petition & refused to entertain it today.

No law enforcement agency of  has acknowledged his arrest. 

#ReleaseAzharMashwani"
163,"مینار پاکستان جلسے کی کامیابی پر معید پیرزادہ کا لاہوریوں کو خیراجِ تحسین۔
جتنی رکاوٹیں حکومت نے لگائیں تھیں اسکے باوجود اس تعداد میں جلسے کے لیے پہنچنا زندہ دلانے لاہوریوں کا ایک انمول کارنامہ ہے۔
نہ صرف رکاوٹیں بلکہ تحریک انصاف کی لیڈرشپ کو بھی حراست میں لے رکھا تھا
@MoeedNj"
164,"Strongly condemn the illegal kidnapping of 
@MashwaniAzhar
 and demand his immediate release. The blatant violation of Human Rights day after day continue as this #importedFascistGovt uses state departments to spread their terror. #ReleaseAzharMashwani #PakistanUnderFasicsm"
165,"ایسے میں یہ چاہتے ہیں کہ پنجاب کی نِگران حکومت بھی اکتوبر تک کام جاری رکھے۔ کمال ہے۔ ایسی نگراں اور غیر جانبدار حکومت کہیں دیکھی ہے جو چن چن کو دوسری سیاسی جماعت کے بندے گرفتار کروائے؟ 
#ReleaseAzharMashwani"
166,"یہ کہہ رہی ہے اشاروں میں گردش گردوں 
کہ جلد ہم کوئی سخت انقلاب دیکھیں گے

VC: 
@BazurgHoonMein
#جلسہ_نہیں_ریفرینڈم_ہے"
167,"اہلیان پاکستان 
کل آپ سب نے عمران خان صاحب کے لیے،  تحریک انصاف کی لیڈرشپ کے لیے، اظہر مشوانی کے لیے،
حقیقی آزادی کے شُہدا کے لیئے،
ارشد شریف اور ضلع شاہ کے لیئے مینار پاکستان #حقیقی_آزادی_جلسہ گاہ پہنچنا ہے انشاءاللہ۔

#عوام_کا_فیصلہ_عمران_خان"
168,"One of our most diligent SMT members, 
@ArshadSidiqi
 ,has been missing since morning. He left his house to go to work, did not reach the office, and his phone is switched off. An ordinary Pakistani striving for justice, humanity and self-Esteem in Pakistan
#ReleaseArshadSiddiqui"
169,"Protest against the abduction of  
@MashwaniAzhar
Today, Tuesday, 28th March
2.00 PM at Islamabad Press Club! #ReleaseAzharMashwani"
170,"@UbaidIntellect1
 : Former Social media head PTI Sindh: raid at his home, they took his brother."
171,"ابھی تک کوئی اطلاعات نہیں آئیں۔ بڑا بھائی ہائی کورٹ پیٹیشن دائر کرنے جا چکا ہے۔ایسے میں 
@MianAliAshfaq
 نے بھرپور ساتھ دیا اور سوشل میڈیا پر انصافینز نے حق ادا کر دیا۔اظہر ہوتا تو آج کے جلسے کی campaign کرتا۔اس کی غیر موجودگی میں ہمیں اس مٹی سے وفا کا وعدہ نبھانا ہے۔ #اظہر_مشوانی"
172,"#چلو_چلو_مینار_پاکستان_چلو
Imran Khan is going to hold the largest Jalsa in the history of Pakistan on March 25 at Lahore Minar-e-Pakistan, the conscious people of Pakistan will participate in large numbers & send the message that we stand with Imran Khan for the sake of Haqeeqi… Show more"
173,"حیدرآباد یوسی 28 میں ری پولنگ کا معاملہ پھر سے پیپلزپارٹی کی غنڈہ گردی بدمعاشی دھاندلی۔

پیپلزپارٹی کا امیدوار اسکے غنڈے پولیس کی موجودگی میں تحریک انصاف کے کارکنان کو مار رہیں ہیں پولیس روک نہیں رہی۔

#حیدرآباد_کپتان_کا"
174,"سیاسی ورکروں کے ساتھ جانوروں جیسا سلوک 
گرم بدبو دار پینے کا پانی دیا 
کچے خراب انڈے کھانے کوُ دیے 
سالن میں پانی ڈال کر دیا 
افطار کے کیے  بھی کھانے ہینے کو کچھ نہی دیا 
عمران کے گھر کے اندر جانوروں کی طرح ڈنڈوں اور لاٹھیوں سے مارا
سات لوگوں کی بیرک میں 25 اور دوسری میں 26 سیاسی… Show more"
175,"Today 3:00 PM at Lahore Press Club.

#ReleaseAzharMashwani 
@PTIofficial
 @ImranKhanPTI"
176,"اب سوشل میڈیا پر کریک ڈاؤن کر رہے ہیں،
جو ہاتھ نہیں آ رہا اسکے بھائی ،ماں باپ کو ہراساں کیا جا رہا ہے۔وقت گزر جاتا ہے،چیزیں یاد رہتی ہیں۔
#BehindYouPTISMT"
177,مینار پاکستان جلسہ عوامی ریفرنڈم ہوگا ان شاء اللہ ، قوم ثابت کرے گی کہ وہ جمہوریت، آئین و قانون کی بالادستی اور حقیقی آزادی کیساتھ کھڑی ہے۔ #حقیقی_آزادی_جلسہ
178,"This is Imran Khan’s photographer, Noman being arrested by plain clothes police. Notice the way he’s being abducted. 
@AJEnglish
 @BBCWorld
 @cnni
 @democracynow
 @RSF_inter
 @amnesty
 @UNHumanRights
 @hrw
 @Reuters"
179,تحریک انصاف نے کل اپنے ہی جلسوں کا ریکارڈ توڑ ہے کیوں کے باقی کوئی جماعت اب مقابلہ نہیں کرسکتی نہ ہی اتنا بڑا جلسہ کوئی کرسکتا ہے ،کل اتنی عوام تھی لاہور میں داخل ہونا مشکل تھا۔حبیب اکرم  #حقیقی_آزادی_جلسہ
180,"This was last year April 21, 2022. In Sha Allah tomorrow we will witness another historic Minar-e-Pakistan Jalsa, People from all over Pakistan are welcome to join this Jalsa tomorrow at 9:00 PM after Taraweeh, May Allah protect IK and his people Ameen.
#حقیقی_آزادی_جلسہ "
181,"لاہور کی غیور عوام نے اپنے لیڈر عمران خان کی کال پر تمام تر رکاوٹیں عبور کر کے مینار پاکستان میں اپنا واضح فیصلہ سنایا۔
Vc: 
@SyedaSadafBato3
#StatesmanSpeech"
182,"اگر آج قائداعظم اور علامہ اقبال مینار پاکستان کے مناظر اور ولولہ دیکھ رھے ہوں تو وہ بلاشبہ
عمران خان پہ  فخر کریں گئے ! پاکستان  کی  تاریخ نے محمد علی جناح کا صرف ایک جانشین پیدا کیا ھے اور وہ ھے عمران خان!  زندہ دلان لاہور  شاباش!"
183,"People brought their little kids to Jalsa because there were very few excuses to stay home in light of this struggle for their children's future! Via 
@iam_Hizam
#جلسہ_نہیں_ریفرینڈم_ہے"
184,جہاں سکیورٹی کا بہانہ بنا کے ہماری گاڑیوں کو روکا گیا اور صرف چئیرمین کی گاڑی کو آگے لے جایا گیا وہاں یکایک پولیس کی نفری اور نامعلوم افراد پہنچے اور پرامن کارکنان پر بدترین تشدد کر کے ان کو گرفتار کر لیا گیا. یہ حکومت فسطائیت کی بھی بدترین شکل بن گئی ہے
185,"#WATCH: In a massive Lahore rally, ex-PM Imran Khan lays out a 10-point recovery plan to ""save"" Pakistan.
-
https://arab.news/ch73t"
186,"میں بھی اظہر مشہوانی ہوں 
@MashwaniAzhar
 @MahnoorAzhar_
 
#ReleaseAzharMashwani 
#جلسہ_نہیں_ریفرینڈم_ہے"
187,"Imran Khan's Historic Jalsa at Minar-e-Pakistan.

#AftabIqbal #ImranKhan #MinarEPakistanJalsa #HaqeeqiAzadiJalsa"
188,"This roar of AZAADI  Goosebumps 
#جلسہ_نہیں_ریفرینڈم_ہے"
189,میرا دل کہتا ہے کہ مینار پاکستان پر آج کا جلسہ سب کے ریکارڈ توڑ ڈالے گا، رکاوٹوں کے باوجود آزاد قوم کی حیثیت سے شرکت کریں، عمران خان کا پیغام
