,Tweets
97,I had discovered the assassination plot hatched against me almost two months ago & exposed it in RYK 24th  Sept & Mianwali 7th Oct public rallies. Wazirabad assassination attempt followed the script.
98,رکنِ سندھ اسمبلی سلیم بلوچ کی قیادت میں پیپلزپارٹی کے غنڈوں کےتحریک انصاف کراچی کےصدر بلال غفار پر حملےکی شدیدمذمت کرتا ہوں۔ مجھے حیرت ہےکہ پولیس نے ابھی تک حملہ آوروں کیخلاف مقدمہ درج نہیں کیا حالانکہ ان (پولیس اہلکاروں) میں سےکئی ایک بلال پر اس قاتلانہ حملےکےعینی شاہد ہیں۔
99,حملوں کا سامنا ہے۔ دوم: یہ قوم کے اربوں روپے لوٹ کرمنی لانڈرنگ کے ذریعے باہربھجوانے اور خود NRO لے کر عوام خصوصاً غریب اور متوسط طبقے کو بڑھتی ہوئی مہنگائی اور بیروزگاری کے بوجھ تلے کچلنے والے مجرموں کے اس ٹولے کیخلاف ہے جنہوں نے قوم کو بدترین معاشی تباہی کے سپرد کیا۔
100,"Others like Imran Riaz, Sami Ibrahim, Ayaz Amir have suffered threats, violent attacks & arrest. In my mass public campaign across Pak from next week, I will take up issue of media freedom & freedom of expression. If we allow these terror tactics, designed simply to target PTI"
101,انتخاب کے ذریعے ایک مضبوط حکومت قائم کرے گی اور پاکستان کو بحرانوں کی اس دلدل، جس میں امپورٹڈ سرکار اور اسکے سرپرستوں نے ملک کو دھکیلا ہے، سے نجات دلوانے کیلئے ٹھوس ڈھانچہ جاتی اصلاحات متعارف کروائے گی۔
102,to target me & PTI by forcibly getting false statements against us similar to what they have been doing against social media activists.This is absolutely unacceptable. We will take all legal & pol actions to counter not only this torture being inflicted upon Shahbaz Gill
103,"Tomorrow our Gujranwala jalsa will be  last of our present phase of Haqiqi Azadi Movement. I will announce the next critical phase at the jalsa. Imported govt & its handlers are so petrified that nation is standing firmly behind PTI they are desperately 
moving on Minus 1 formula"
104,Charsadda jalsa today where once again a sea of people responded to my   Haqiqi Azadi Tehreek. What is beyond any doubt is that Pakistan is witnessing a revolution unfolding. We should all ensure it is peaceful and through the ballot box.
105,کیاجاسکتاہے۔ یہ لوگ گزشتہ 30 برس سےپاکستان کو لوٹ رہے ہیں اور حالیہ معاشی زبوں حالی کے ذمہ دار ہیں۔ یہ چور جس مکاری سے ہمارے قومی اثاثے فروخت کرنے کی کوششیں کررہے ہیں انہیں اسکی قطعاً اجازت نہیں ملنی چاہئیے۔ قوم اپنے قومی اثاثوں کے معاملے میں کبھی ان پر اعتماد نہیں کرے گی۔
106,آرمی ایوی ایشن کے ہیلی کاپٹر کی گمشدگی گی اطلاع پریشان کن ہے اور میں اس میں سوار تمام افراد کیلئے دعاگو ہوں۔
107,"Our worker from Gujrat Usman Jaura saved this lady from direct firing of the bloodthirsty brutal Rangers & Punjab police. In the face of the violence unleashed on us, we saw the spirit of commitment & the passion of our workers like Usman."
108,"Complete breakdown of Rule of Law under cabal of crooks reflected in ICT police picking up 3 kids, 12 yr Asad, 13 yr Usman & 14 yr Saqib, as PTI ""terrorists"". Now they have been sent on judicial remand violating our law for Juveniles. Request CJ IHC to intervene & set them free."
109,اسلام آبادمیں آج ہونےوالےخودکش دہشتگرد حملےکی شدید مذمت کرتا اور جانیں بچاتے، بڑی تباہی کا رستہ روکتے ہوئے شہید ہونے والے بہادرپولیس افسر کو سلام پیش کرتا ہوں۔ملک بھر میں امن و امان کی صورتحال تیزی سےبگڑ رہی ہےجو امپورٹڈ حکومت اورانٹیلی جنس ایجنسیوں کی مکمل ناکامی کی عکاس ہے
110,مذموم عزائم ناکام بنائے۔اب جرم کی دنیاکےبادشاہ زرداری+شہبازNRO2لینےکےبعدMPAsکوخریدنے کیلئےنہایت بےرحمی سےلوٹی گئی دولت استعمال کرتےہوئےقانون کامذاق اڑانےاورآئین پامال کرنے میں مصروف ہیں۔میں پاکستانی عوام سے کہتاہوں کہ جیسےانہوں نے17جولائی کو گھروں سےنکل کرپنجاب کےضمنی انتخاب
111,"I urge people in Karachi, Hyderabad and Dadu to come out and vote. Their vote today is essential if they want to change their lives."
112,"This shows how petrified they are of our rising popularity amongst the nation. Also, they know no one trusts them with their money given their record of loot & plunder. So they sought to deny fundraising to aid flood victims just to get at me & my Party. Unbelievable callousness."
113,میری ٹیلی تھون کےجواب میں Rs.2.3ارب عطیہ کرنے پر میں ملک+بیرونِ ملک مقیم پاکستانیوں کامشکورہوں۔وہ لوگ جنہیں اپنےاعلان کےمطابق عطیات جمع کروانےہیں وہ ازراہِ کرم جمع کروائیں۔میری ٹیم ان سمندرپار پاکستانیوں کی مددکیلئےکام کررہی ہےجوبڑی رقوم کی ترسیل کیلئے(c)501 3کےاستثنیٰ کےمنتظرہیں
114,Alipur jalsa despite oppressive humid conditions was massive. The passion in bye elections is even more than what I witnessed in 2018 general elections. I want to thank all our ppl who are coming out in Punjab to show support wherever our jalsas are held despite humidity & rain.
115,تعمیراتی صنعت کو درپیش تمام ترچیلنجز اور کینسر کےآلات کی درآمد میں مشکلات کےباوجود شوکت خانم کراچی، ماشاءاللہ رواں برس کےاواخر میں افتتاح کیلئے تیار ہے۔کراچی کا شوکت خانم میموریل ٹرسٹ جسامت میں لاہور کےاسپتال سے دوگنا اور سرطان کی(تشخیص و علاج)کےجدید ترین آلات سےمُزیّن ہوگا۔
116,Descending into a banana republic. The civilised world will be shocked at our levels of barbarism. The worst part is an easy target has been chosen to make an example of through torture & without a fair trial.
117,اپنی قوم کے لئے میرا پیغام!
118,کےبعد بیرونی آشیرباد سےتبدیلئ حکومت کےمنصوبے کےتحت مسلط کردہ مجرموں کی امپورٹڈسرکار عوام میں قبولیت کے پیشِ نظرمیڈیا اور عوام کو دہشت زدہ کرنےکیلئےخوف(کا ہتھیار)بروئے کارلارہی ہے۔مگرکامیاب یہ ملک کوعدمِ استحکام سےدوچار کرنےمیں رہی ہے۔واحدحل آزادانہ اورشفاف انتخابات ہی ہیں۔
119,زمان پارک میں رینجرز معصوم اور نہتّے شہریوں پر یوں سیدھی گولیاں برسا رہے ہیں جیسے میدانِ جنگ میں ایک دشمن ان کے نشانے پر ہو!
120,Wishing our Hindu community a very happy Holi.
121,"& barge into the house heavily armed. Worse, they did this after I left to present myself before Islamabad court, & Bushra bibi, a totally private non political person, was alone in house. This is a total violation of the Islamic principle of sanctity of chadar & char diwari."
122,اگر کسی کےذہن میں اب بھی کوئی ابہام باقی ہےکہ مجھ پر قاتلانہ حملےکا ذمہ دار کون تھا تو انسدادِ دہشتگردی کی عدالت میں جمع کروائی جانےوالی JIT رپورٹ کا حال دیکھ لے۔ اس رپورٹ کےمندرجات میں جان بوجھ کر ردوبدل کےذریعےاب JIT کی تحقیقات و نتائج پر پانی پھیرنے کی کوششیں کی جارہی ہیں۔
123,کراچی پولیس آفس پر کل کے دہشتگرد حملے کی شدید مذمت کرتا ہوں۔ ایک مرتبہ پھر ہماری بہادر پولیس کو نشانہ بنایا گیا ہے۔خصوصاً شہری مراکز میں دہشتگردی میں اچانک اضافہ انٹیلی جنس کی ناکامی اور ریاست کے ہاں دہشتگردی کے انسداد کی ایک واضح فعال حکمتِ عملی کے فقدان کو ظاہر کرتا ہے۔
124,"& through NAB law amends opened the doors for all white collar criminals to plunder. How was it the ""best of times""? It was the first time I have seen Pakistanis become a nation. Despite all parties combining together against PTI, supported by ECP & Establishment, PTI through"
125,معروف اداکار قوّی خان کی رحلت کے بارے میں جان کر رنجیدہ ہوں۔ میری دعائیں اور ہمدردیاں انکے اہلِ خانہ کے ساتھ ہیں۔
126,"We know your cabal of crooks & handlers are petrified of PTI popularity. But if you are not responsible for violating our constitutional rights & int commitments on freedom of press & speech, then it is your responsibility to inform nation who is responsible for these actions?"
127,رات گئے عماد یوسف کو اٹھائےجانےکےبعد شہباز گل کےمعاون اظہار کی اہلیہ، جنہیں اب خواتین کے تھانےمیں قیدکیاگیاہے، کےسفاکانہ اور غیرقانونی اغواء کی شدیدمذمت کرتاہوں۔ میں اپنی قانونی برادری سے پوچھناچاہتاہوں کہ کیا بنیادی حقوق اب باقی نہیں رہے؟ پنجاب میں عبرتناک انجام سےدوچار ہونے
128,"I strongly condemn the arbitrary arrest of 
@ImranRiazKhan
 by Punjab police tonight. The country is descending into fascism just to make our nation accept an Imported Govt comprising of mega crooks. It is time for everyone, esp the media, to unite & stand up against this fascism."
129,Congratulations to Ishtiaq A Khan for being elected as President LHCBA and Sabahat Rizvi as Secy LHCBA standing on a PTI-supported panel. The LHCBA is one of the largest bar associations in Asia and Sabahat Rizvi is the first woman to win election to post of Secy LHCBA.
130,"I want to thank the people of Pakistan, especially our Overseas Pakistanis, for donating so generously last night. In the three hours of our Telethon we had pledges of Rs. 5 billion."
