,Unnamed: 0,Tweets,Unnamed: 2,Unnamed: 3,Unnamed: 4
140,141,Such nonsensical rhetoric is an attempt to remain politically relevant. The whole nation knows how he has used politics of hatred to divide the society for the sake of power.,,,
141,142,Happy to interact with award winners at National Amateur Short Film Festival this evening. They impressed the audience with their innovative filmmaking talent. These young men & women will be the key to tell Pakistan's story to the world. Govt will support them in every way.,,,
142,143,"Nothing big can be achieved without hard work. The success of Resilient Pakistan Conference owes itself to excellent team work. I commend Bilawal Bhutto who led FO team superbly, Ahsan Iqbal, Sherry Rehman, Ishaq Dar, Marriyum Aurangzeb & Hina Rabbani for their dedicated efforts.",,,
143,144,Music maestro Nusrat Fateh Ali Khan left this world 25 years ago but his voice continues to mesmerise the world. His music echoes through generations and inspires people across the world. Deeply appreciate his services for Pakistani music.,,,
144,145,"This facilitation in the visa regime is aimed at bringing both countries closer, helping Afghan people & attracting business and investment from wider Central Asian region. I have directed Interior Ministry to work on a more liberal visa policy.",,,
145,146,"Every speech Imran Niazi delivers shows how unfit he is to hold public office. Under his direct supervision, the PTI has run a sordid campaign to defame national institutions & thus undermine Pakistan. He is rewriting Machiavellian principles of politics in his lust for power.",,,
146,147,Team Pakistan  fought back hard & brave. Great bowling performance. But England  played better today. We are proud of our boys in green for making it to the final match of this mega tournament. ,,,
147,148,"I extend my heartiest felicitations & greetings to Hindus around the world, especially our Pakistani Hindu community, on the festive occasion of Holi. May the Festival of Colours & Spring bring peace and joy for all!",,,
148,149,"It’s time for nations to come together in solidarity, fully respecting all human rights and guaranteeing a safe space for environmental defenders & all actors in society to contribute to our climate response.

We need all hands on deck for faster, bolder #ClimateAction.

#COP27",,,
149,150,"On this International Nurses Day, I pay my rich tributes to the nursing community around the world & especially to Pakistani nurses for their invaluable services during Covid-19. They work in challenging circumstances & their role is critical to functioning of our health system.",,,
150,151,Just spoke to H.E. President @RTErdogan to express our profound condolences & prayers at the human & material losses in the earthquake. I told the  President that Pakistan would do anything to help their Turkish brothers & sisters during this challenging time.,,,
151,152,"Sukkur-Hyderabad Motorway will be completed in a short period of 30 months and will connect Peshawar-Takarachi, all major cities of Pakistan and it will create about 25 thousand new employment opportunities. Critics of the construction of motorways and other mega-projects in the past are now appreciative of these projects.",,,
152,153,"World Bank is a longtime development partner of Pakistan. I thank Mr. David Malpass 
@DavidMalpassWBG
, the president of the 
@WorldBank
 Group, for pledging $ 2 billion for recovery, reconstruction and rehabilitation at Resilient Pakistan Conference in Geneva.",,,
153,154,"Info Tech sector has shown amazing promise for growth. There is a tremendous potential for IT exports. We will focus on policies to enable IT field to unpack its potential. If right set of policies are in place, IT sector is capable of exporting up to $15 billion in 2-4 years.",,,
154,155,He is the first person in history who has fallen into this abyss of indecency as the head of a party. They had set out to build a nation and corrupted the morals of the nation. To Allah we belong and to Him we shall return,,,
155,156,په شمالي وزیرستان کې امن و امان زمونږ د ملی پوڅ او د قبائلو د مثالي قربانیو اور شھادتونو ثمر دی. د دھشګردی پر ضد جگړه کې د پاکستان په پرتله بل هېڅ هېواد نہ دی رسیدلی. موږ خپلو عسکرو او هیوادوالو ته د دوی جرأت پہ اړہ سلام پیش کوو!,,,
156,157,"Good news . #ResilientPakistan conference has exceeded expectations. international community has united in solidarity with Pakistans flood victims & pledged 9 billion dollars for recon. , rehab. & relief. We are particularly grateful to 
@antonioguterres
 for his leadership.",,,
157,158,"We gratefully acknowledge British Prime Minister 
@BorisJohnson
's message of sympathy & support for the flood affectees in Pakistan. Pakistan is ground zero for climate-induced catestrophe. We look forward to our friends to step up to the plate & help the suffering humanity.",,,
158,159,"On the auspicious occasion of Eid-ul-Zahi, I congratulate the entire Pakistani nation and pray to Allah Almighty to accept and accept our prayers and sacrifices and make them a source of pleasure for us. .",,,
